,id,alg,cell_type_maze_tu,cell_type_maze_s,cell_type_maze_T,cell_type_maze_c,sol_type_maze_tu,sol_type_maze_s,sol_type_maze_d,sol_type_maze_len
249,ce6c3ac9-5484-49ca-a52f-61da028cde96,problog,4,4,8,3,1,2,6,11
250,29a19cd1-9fcb-4fcc-b214-030d02803ca0,problog,7,10,3,0,5,5,2,13
251,c3349b60-c87e-43e4-a31e-70dbac1d3749,problog,5,4,9,2,1,0,6,9
252,1248ecfe-b52c-4e63-a113-23d60f7f5f9e,problog,6,3,9,2,2,1,5,9
253,b50b60ca-8aa7-4651-af24-28e25eef96b3,problog,7,5,7,1,3,1,5,9
254,44d376ae-49ab-4cda-858a-8974b037ac25,problog,4,5,7,2,1,0,6,9
255,6c0ae806-bf4a-4570-8020-613e70d1b517,problog,9,3,7,1,4,1,5,11
256,1b9bd799-1816-4751-8742-59e21f912d36,problog,5,2,7,2,1,0,6,9
257,a6c3dce7-7da8-43c4-b103-4fc58f11eb60,problog,8,6,6,1,3,3,3,11
258,854cb05b-9f96-4773-9b06-14edf89ad3c7,problog,7,6,7,2,2,1,5,9
259,674fef98-63c5-46fc-9af0-49b68628065d,problog,5,3,9,1,1,0,6,9
260,c115fa0f-99b3-4ba6-891d-e130c3a5b6c4,problog,3,9,5,1,2,2,5,11
261,9e9847e8-bf62-471d-aa98-70b1cadc370f,problog,7,5,8,1,1,0,6,9
262,3d882b3c-9620-48c3-aeca-a800eb330240,problog,7,6,6,2,2,0,6,9
263,855fd08b-213d-4e05-94c2-a38d1c3812b3,problog,8,8,6,1,3,3,4,11
264,cd82234e-4a9c-4b3f-8911-782ae636e413,problog,9,7,3,1,5,0,3,9
265,0d637b8c-691a-46cb-92d2-622542bb9304,problog,6,6,8,1,0,2,5,9
266,ce55a6b2-d040-4ae3-93fa-8fc3228def36,problog,4,5,11,2,3,0,6,9
267,f218a376-9377-40bb-8eae-f70220c35c87,problog,4,6,9,1,1,1,6,9
268,7dbbb212-ceb9-4469-a46e-419ba6d0078e,problog,4,9,6,0,2,3,4,11
269,05482206-dc89-4c73-8e74-69fdefcb5fe0,problog,5,2,10,4,2,0,6,9
270,1861235c-9837-47f5-931b-554c63a8c661,problog,6,4,4,3,4,4,4,13
271,337fbf40-a82a-4a86-8d37-ae2e0bdac56e,problog,4,5,9,2,1,1,6,9
272,f9c547aa-e145-4774-8d32-988dea53049a,problog,4,3,10,2,1,1,5,9
273,cb4c045d-0aee-4666-946f-e8d45b79920c,problog,10,5,8,0,4,1,4,9
274,ee1698d3-a219-4e99-ab5d-25794cd19a38,problog,5,4,10,0,0,0,7,9
275,e001bf1f-0578-4c3b-bfff-6f56cbec8144,problog,6,5,5,2,0,2,5,9
276,aa2c8af8-a410-422b-acdc-53199f1bb156,problog,5,8,7,2,2,2,4,9
277,154f0de9-a986-438e-9729-33f1f9060658,problog,7,3,7,1,2,0,6,9
278,17c4fe3c-07f9-4fc2-97e3-e197d224ea2d,problog,5,6,10,0,2,3,3,9
279,e0fba367-5b65-4655-8bac-e6bae0e29e8e,problog,7,3,9,3,3,0,6,9
280,d80883b8-cc8f-4b30-8f1a-a1bc81035b28,problog,3,5,10,1,2,0,6,9
281,1eed5c19-26df-44d4-bed8-bbfdb362163c,problog,6,2,8,3,2,0,6,9
282,8b77fdab-59d0-4bc2-8223-e98e32851639,problog,5,3,7,3,1,0,7,9
283,24a1b4b2-91bd-44fc-9769-c3dfa2da3ccf,problog,7,5,7,1,2,2,4,9
284,88ba37f9-1b7d-47e6-880a-b06b8d13d07b,problog,5,3,11,1,0,0,7,9
285,a5504ea7-d8de-4342-9c29-0a7e5a04945d,problog,9,3,9,1,3,0,5,9
286,31133b9c-386a-452b-9c65-511f3e061e09,problog,7,6,8,0,3,2,5,11
287,8f601838-d1b5-4b9d-852c-e1178b2046b8,problog,7,7,7,1,2,0,6,9
288,d85542d9-0878-450c-bc72-87425e5e796e,problog,6,2,11,1,0,0,7,9
289,deb175ba-c39f-41e9-84de-b11abad2ff8a,problog,6,7,6,0,2,1,5,9
290,0e807538-4c24-49f4-ad38-109d67a7900f,problog,6,4,10,1,3,1,6,11
291,56ff9da4-6041-4bb8-bf9b-ea6dc9e3d39e,problog,6,2,10,3,2,0,7,11
292,565b0043-2238-4dd4-84e7-566ae4b7bd21,problog,8,9,6,0,3,1,5,9
293,0db4f275-e436-45e3-b8b5-0c4526ca2bc5,problog,7,5,9,1,3,2,4,9
294,c48f27f1-90b0-425b-93f7-05d808535c35,problog,6,6,6,1,2,2,4,9
295,3ff373b8-01af-43bc-b738-c1aea78900f9,problog,8,3,11,2,2,0,6,9
296,9319b3da-0157-4a0b-bffe-83df6e47afc0,problog,7,6,6,0,3,2,5,11
297,9f3670bc-f94b-4469-86f3-0054e699f1a6,problog,5,4,12,2,2,3,4,11
298,93217f9a-0556-46e2-8a7c-61d6a3c5cfdd,problog,7,5,8,1,3,1,5,9
299,22ad711b-c0d3-4af9-9d05-7472cbf39d88,problog,8,3,10,0,4,0,6,11
300,bc642825-436f-422c-bafa-60b7ce91614e,problog,8,3,9,0,2,1,7,11
301,fa3efe76-cd7a-4cfd-967f-ee1e36f3eba6,problog,9,2,5,2,1,0,6,9
302,01439eae-47d9-4258-a18b-95e5d13ac52d,problog,5,5,9,1,3,0,6,9
303,0f180159-915c-4c14-a9a9-4163d10b642f,problog,4,5,8,2,1,1,6,9
304,1f6ba06b-835a-4124-8113-73f4839445a2,problog,9,8,4,2,4,3,3,11
305,b4ee0b91-019c-47ff-92a3-a2434c404134,problog,6,7,8,0,3,0,5,9
306,c4d80404-564b-4ffd-ae1b-ce696dc19df6,problog,3,6,8,2,1,0,7,9
307,e6beab24-514f-460c-8f82-e454d66b8eeb,problog,6,6,8,1,2,0,7,9
308,c610f295-3010-43bf-a329-de5b87a53662,problog,9,3,8,1,1,3,8,13
309,5858a8a0-229c-4651-b209-8b47f54d137a,problog,7,3,7,1,3,1,5,11
310,c83bb3fb-6d91-4501-b67e-e199128b362c,problog,7,4,8,0,2,2,4,9
311,25f2c542-c399-49a6-a3bd-1e095fcf5fa8,problog,8,3,9,2,2,0,6,9
312,133e09e2-4046-4325-8c94-2c19f6cd32cf,problog,7,4,9,0,1,1,7,11
313,6a8f4b49-6d9e-4784-8a02-04c43c6f0b9c,problog,7,4,8,0,3,2,5,11
314,6942c8c8-0cf3-42e5-af05-3086c086dc2e,problog,4,4,11,1,2,0,6,9
315,26365e83-ea25-418f-8142-c70ef6a27ff4,problog,9,3,4,3,3,0,5,9
316,4939be3a-1280-4987-9b7e-d5ae24ebd3ef,problog,3,2,10,2,0,0,7,9
317,e96d0874-f20f-4941-90b0-f7f378e986fa,problog,4,7,6,0,2,2,3,9
318,56356ccc-8d77-4261-8f2c-07355c1dfcb3,problog,6,4,7,3,2,1,5,9
319,2eb505ab-ca1d-4f02-9a06-a6f07fc9dfe1,problog,6,2,10,3,1,0,7,9
320,09e3ac0a-e5c7-464f-944c-ff8e3485bc5e,problog,5,5,8,3,2,1,5,9
321,feefb56d-f99a-4548-a777-133f5dbf2ce7,problog,2,3,7,4,0,0,7,9
322,dd004506-2767-4bdd-8692-f911ceba4c49,problog,4,8,9,1,2,3,3,9
323,1a46b397-ce9e-48f7-97e1-5a64c9efe80a,problog,5,5,8,1,1,1,6,9
324,6f878609-6aa2-4350-b0b8-67a9fdd0fcb0,problog,6,5,8,0,1,0,6,9
325,c6679ba7-711f-4a29-8d4e-a8716569cf86,problog,4,5,9,0,1,1,5,9
326,a73c02e5-5adc-4696-b377-a374911db796,problog,4,7,12,0,1,0,7,9
327,8958f3ce-26c1-486d-92f5-569a0a0647bd,problog,4,5,8,0,2,1,6,11
328,4091b62b-f1f9-4c4f-bec5-aa9206207fe1,problog,7,4,7,0,2,1,5,9
329,a7ce7fd3-1b6a-42b2-9bc1-6b98a6452aec,problog,5,4,7,4,0,2,5,9
330,4511e1cf-21d7-4203-b699-9f796c1d4acc,problog,5,4,9,2,0,0,7,9
331,dc95018a-cf56-48e5-83ba-3725ae53f40f,problog,2,5,8,2,0,1,6,9
332,6733d6b9-dde4-4fff-8e30-6e9b70419cad,problog,8,4,6,3,3,2,5,11
333,6a32ce14-b4af-4127-b06b-90e3101d2d50,problog,8,1,9,2,2,0,5,9
334,a0dd179f-b193-47b4-8043-d7adf103c682,problog,5,3,7,5,1,0,7,9
335,567aa8a7-3920-458f-9acd-44514ef7b962,problog,5,8,6,0,2,1,6,9
336,a59b78a5-3478-4933-a293-4cb208d2c358,problog,4,3,11,2,1,0,7,9
337,0831fae4-42a1-4e5e-8c05-3c468e120a6e,problog,4,6,11,1,1,1,6,9
338,5ebc6f94-b51b-4def-8535-b0903fac5f24,problog,7,4,10,2,3,1,5,9
339,c9ed1d25-b462-44d8-860b-8c704fab4abd,problog,3,3,10,3,1,0,7,9
340,2ef8ade4-2501-4a4d-bfb6-ce150ee88d3e,problog,5,5,7,1,3,0,5,9
341,19d15997-0fef-4e93-ae62-d35379450cb1,problog,10,3,6,2,4,0,4,9
342,87abbdae-d7fb-4d98-a253-9c91829a7957,problog,5,4,13,0,3,1,5,9
343,2ae6cfa5-fe0e-48da-881d-dc39d5a4aa9b,problog,5,5,8,1,2,1,5,9
344,410d1f3d-6165-4f5b-bc71-5e6d0f82cebc,problog,11,1,7,3,4,1,5,11
345,929c669b-bd16-43cc-b2a7-1f03f3737b4b,problog,8,3,8,2,2,1,5,9
346,51c0f256-418e-4bd2-bcc4-9f9f909371f5,problog,6,6,5,1,4,2,3,11
347,1c06b48d-1a5d-4908-94fe-504251a87aeb,problog,7,6,6,0,1,2,5,9
348,5a4c3f71-5fc2-4d97-bebb-a0d255660086,problog,8,9,5,0,5,3,4,13
349,d3bf91ca-4c8a-48ab-9181-92fdbd356e24,problog,7,3,8,1,3,0,5,9
350,b0cb28c9-c17a-42d4-a22b-335868c576d7,problog,7,6,7,0,1,4,2,9
351,6b2d84b0-ce4e-4ef6-9dff-2d2c46887f27,problog,6,4,6,3,1,0,6,9
352,89c8c3aa-7a6f-4518-8a6b-5f1f8a95ba90,problog,4,5,9,2,2,0,6,9
353,26aafc46-7489-4492-8a43-d703cc614931,problog,4,2,9,3,1,2,8,13
354,1ddcfd34-8da1-4ee4-94c7-aaa37c62cd7c,problog,7,7,4,1,4,1,4,9
355,74961be3-5d19-43c5-b81b-94e72c4546d0,problog,11,3,4,3,5,0,4,9
356,6a86ef42-5953-438c-8deb-780f9c181181,problog,10,6,6,1,4,0,5,9
357,968ab779-11fd-41bf-8d65-591d208cda14,problog,4,4,12,1,1,0,7,9
358,e0d03075-940f-4e1c-891b-c30881676429,problog,4,6,4,3,1,1,6,9
359,62754064-5bc6-4f75-9d08-9fd60c8da578,problog,4,2,11,1,1,0,6,9
360,359147cc-0523-42be-b2ce-58d5b15305cd,problog,7,2,9,2,2,0,6,9
361,a3faff14-b666-48a1-aa03-9b7316704183,problog,7,5,10,1,2,2,4,9
362,28512968-afb1-47fd-8413-b0bdd8aacf3f,problog,4,2,12,1,1,1,5,9
363,6bdc45c9-37a3-4745-b9f9-cd739a256ec7,problog,7,2,9,2,3,0,5,9
364,dbfa3428-60b7-4241-a94e-bb7ef873ddb9,problog,9,4,6,2,4,1,4,9
365,bdeb2d31-0df3-4459-b2d1-b6e6b1f35466,problog,6,3,8,2,2,0,6,9
366,045b981c-5200-4299-a6c8-d96b4e5cd48a,problog,8,5,9,0,3,0,5,9
367,a75fec24-e333-4a2b-a7df-4f90d70c65d9,problog,3,4,11,2,1,1,6,9
368,878c7d9f-b364-4432-b81c-1e7a18822711,problog,3,1,9,3,0,0,7,9
369,a3668855-7ccc-4cf1-a3db-16b408d764f0,problog,7,4,7,2,1,2,5,9
370,caf923e8-cd65-431a-bf2b-4e536eb6c743,problog,8,4,5,3,2,0,6,9
371,403368dc-2cf5-4789-ac11-3cc909e35c50,problog,4,5,6,2,2,1,5,9
372,390a5673-1d27-48cb-9bee-e4ec148f9e2e,problog,5,5,8,1,1,1,7,11
373,ea6e0125-98af-481b-96a6-3e27931b3e09,problog,7,4,7,4,1,1,6,9
374,bbb3c972-7342-4b49-a7d4-7eb744ec5d8e,problog,5,5,9,1,2,0,6,9
375,20fe41a5-25ec-4957-b472-35f048f3a0c8,problog,4,6,9,1,2,0,6,9
376,76905f34-2cad-4388-a498-aaecf719e7c0,problog,7,4,9,0,0,1,6,9
377,0e3df69f-5eb9-4201-aae8-ec98375a6ab2,problog,6,5,8,2,2,0,6,9
378,b993134d-2930-420a-bad2-3481ae289c32,problog,5,4,8,2,3,1,5,9
379,3cce6e74-7516-4f34-8c82-f65794beea0e,problog,6,2,12,1,2,1,5,9
380,6cf15ae7-a893-4183-9ac4-a6dd8127fb71,problog,5,4,11,0,2,0,6,9
381,7fc83724-b74f-4c21-9e6f-a68cbc2bab06,problog,6,7,6,0,3,1,5,11
382,ba6a3a0e-8c05-4836-bfee-f6a6206f1434,problog,2,3,12,0,0,0,7,9
383,aa674e46-ef2b-4143-8ec0-22591d8c7ab7,problog,7,3,7,3,3,0,5,9
384,eba0131a-d10e-4ad6-8705-581f70ba8a27,problog,6,5,5,2,2,3,4,11
385,8403d2a8-8e10-4520-a6f0-17325ce91a67,problog,8,5,7,2,2,1,5,9
386,c25a6132-a42d-46fb-b299-6f0c5a8aa18d,problog,3,8,7,2,2,1,6,9
387,9aaafdb2-cecb-49f9-839b-4bfc67557371,problog,4,5,11,2,1,0,7,9
388,dc372ec9-31dd-48d4-885d-44b94134fa34,problog,6,1,10,2,0,0,7,9
389,c42be02a-fd6a-4c1f-85da-0070435f95d2,problog,7,7,7,1,3,1,6,11
390,cb743bd6-e252-4d90-a9d5-b07b675eed15,problog,8,6,5,3,1,1,6,9
391,2632006b-d158-4f4b-8add-631a850ff865,problog,4,4,5,3,1,0,6,9
392,d9083818-b4b9-4598-8173-3126323c632a,problog,6,3,10,2,2,0,6,9
393,00ab23c8-2bd3-4c9f-8d99-6f20b2c587c8,problog,3,6,9,2,1,1,6,9
394,932b10cd-dc4b-4dc3-9711-651df29492e9,problog,6,4,8,1,1,0,7,9
395,85ef793c-c6a8-422c-8b12-e9de76444331,problog,6,7,7,0,2,3,3,9
396,e41bb571-3d3e-4c4d-8160-2b4c178035fc,problog,8,7,5,2,4,5,3,13
397,432cd1b2-43ab-4be0-bfe0-f0ffd5c29944,problog,5,5,9,1,4,1,5,11
398,ac8a5fa3-7175-46df-8dea-b4d80619bc24,problog,8,2,10,1,5,0,5,11
399,dfa91ef7-ce85-4fa8-8c99-0fab9e9300df,problog,8,5,8,0,2,0,6,9
400,d6e0ad7d-1b7a-469f-a15f-de4e64c74f78,problog,8,3,7,2,0,0,7,9
401,bf932fe3-3a6f-43ef-a033-12394fd59b47,problog,9,5,5,1,3,1,6,11
402,87c9afb3-1bd2-4b90-8b30-e1df7d0e9901,problog,4,4,9,1,1,1,7,11
403,4e9f1b4e-866d-406c-afe7-026ccd010478,problog,4,3,10,4,0,0,7,9
404,16c54530-225b-4bb0-b8e6-ddaf65e997d4,problog,4,5,11,2,1,0,7,9
405,8cc8e56c-4314-456e-b20a-dcf47464a4ec,problog,6,4,9,1,2,0,6,9
406,8caf93de-8d9c-46b3-a603-446cc2469ee7,problog,4,6,7,1,1,1,6,9
407,390d2971-2f89-4262-af35-92fc4d11fb12,problog,2,6,7,3,1,2,5,9
408,a6b50f15-2acf-4bcb-9a7c-c7f7441de27b,problog,7,4,8,2,3,0,6,9
409,f39a429e-39af-49a0-8c5c-5e8f67260d9c,problog,6,3,8,4,2,0,6,9
410,a5402f74-d6aa-4e4e-9618-89b4b41f6e54,problog,9,3,6,3,2,2,4,9
411,2dad5b26-aa5c-488d-ad40-d8358aff9d8f,problog,5,8,8,0,2,3,3,9
412,3cc91a81-df51-4d65-bb95-f59b96a34d43,problog,5,4,11,0,2,0,7,9
413,f38fdbea-11ce-4bd5-86c7-21129b81815e,problog,7,5,10,1,2,2,4,9
414,81d54f3d-a064-428b-b5b8-1d9266e9d5e8,problog,6,4,10,1,1,0,7,9
415,b7561de5-ded9-41a0-9279-de805e9affc6,problog,9,4,5,2,1,1,5,9
416,2d90f5ff-132f-4c54-9c72-d78187620bcd,problog,7,3,8,1,2,1,7,11
417,0c7b2ee9-a786-47bb-b9db-bebb529d225b,problog,4,4,11,1,2,3,3,9
418,befdbbb7-a793-4109-ae65-eb6d6d319ddc,problog,5,6,7,0,3,2,6,13
419,f896c85c-b4c8-4313-8c1b-f1a60f9a0c02,problog,7,6,8,2,2,0,6,9
420,0038f253-312e-4a21-b131-efe55ca9f57e,problog,6,6,5,1,3,0,5,9
421,886ea9cf-a566-4465-8b1c-418d801d7762,problog,6,1,12,2,1,0,7,9
422,07860416-c2c7-4899-b7bf-21aa1a3c2aae,problog,7,6,9,2,4,1,4,9
423,2ef22179-ae40-4657-ba88-f1781111d81b,problog,7,6,6,4,3,1,5,9
424,a7dbc290-7260-4aa4-9bc2-db99319f358c,problog,6,4,9,3,1,0,7,9
425,36e41e4b-3f9a-40e6-bee5-16efb299dbbd,problog,3,5,7,1,2,2,5,11
426,8a9cbe60-c473-4743-befa-df460020b7c2,problog,4,5,9,2,1,1,5,9
427,9d968318-b431-4042-8229-65fbe0f0b6ac,problog,4,8,6,1,2,4,2,9
428,e71db1e4-bc59-4f42-a1b0-3317be4eae35,problog,6,4,7,1,2,0,5,9
429,b57ec0df-91ef-4868-8267-4251bdf5868e,problog,8,4,6,1,1,1,6,9
430,92d09324-b516-4e6c-b74e-fc40a8d9de3c,problog,10,5,4,2,2,1,5,9
431,be39420f-cd8a-4b7d-b86b-e4df6d5c2ca3,problog,4,4,7,1,1,0,6,9
432,cadf52f8-764d-43e8-b4b0-f6c34e35ee3b,problog,6,6,9,1,2,0,6,9
433,6f7c1e6c-1f7f-4086-aa0d-e7358e32668e,problog,9,5,7,1,4,0,4,9
434,ed3f8ade-e446-43ae-82f7-d96f524c346d,problog,6,4,7,1,4,1,3,9
435,cd7a0b89-9145-4833-8b06-557c161f4df8,problog,6,8,7,1,1,2,7,11
436,c95378a7-8225-4963-b0bf-57a730907ce0,problog,5,5,6,3,1,2,5,9
437,1c914114-04c5-47a8-9d7c-3a808348b55f,problog,7,3,9,1,1,0,7,9
438,34409e8b-3543-4e3e-85b0-820fb00538fd,problog,6,4,7,3,1,1,6,9
439,de4c9095-a602-4e70-b3ec-f65b032b87a4,problog,6,5,11,0,2,0,7,9
440,c007e12d-fe44-4e98-99fc-6667bce89d8f,problog,7,5,10,1,3,2,4,9
441,4f41c97c-f99d-4c26-84aa-65f0f0e4c1cc,problog,6,3,12,2,3,1,5,9
442,8db68fa4-f7b0-4ccb-85eb-ca57e8e59cbd,problog,7,3,6,1,3,0,5,9
443,6a3be9a5-d509-4c98-9eb5-1835a50074d6,problog,7,6,7,0,3,2,3,9
444,706fb8d6-af98-4584-b9c6-7e3ad469ada1,problog,5,2,11,0,3,0,5,9
445,b768be8b-f469-4874-b958-885d109490dc,problog,5,4,10,2,1,1,6,9
446,3dafb526-bed8-44ab-8b45-c5684a4fd24b,problog,6,6,9,1,4,1,4,9
447,8a606206-97f7-4414-9188-249fb97317f6,problog,10,2,4,3,2,0,5,9
448,ce7fad08-ecb3-44b4-b1b7-432d3f9a93cb,problog,7,6,9,0,2,3,3,9
449,47f09a07-4e18-44fb-81bc-789ce790d3a9,problog,6,3,8,2,2,0,6,9
450,14a4fe08-78ef-4669-8bf1-40365a456366,problog,8,1,9,0,4,1,6,13
451,0df96288-c8f8-437d-a3b4-8018662748ae,problog,6,5,6,2,3,0,5,9
452,96f03367-6e26-44bc-b058-d3039ee83205,problog,7,5,6,1,2,3,3,9
453,e83ca5d9-5b17-4c93-bef0-40f7d1968b16,problog,10,6,5,1,4,0,4,9
454,42fc3858-0cd0-429e-a81e-a6b2a5ca8f7e,problog,6,6,5,3,1,0,6,9
455,5c182d4e-11cf-4334-8d46-6cd0098f0b94,problog,6,5,9,2,3,0,6,9
456,3e360de0-cc0c-41a2-b692-9e41ccaecca7,problog,9,4,5,2,2,1,5,9
457,95b301b4-773b-46d9-91eb-6615364befe6,problog,7,5,7,1,1,0,6,9
458,157da9b4-a077-4cbb-9e4f-e5a7b6dd5c7d,problog,7,6,4,2,3,1,4,9
459,6b825890-dba6-4578-9c32-1cde24d95457,problog,5,3,8,3,1,0,7,9
460,fd71bb16-ad2f-4b5a-ae33-62a8a74d8332,problog,7,4,7,2,1,2,6,11
461,acb4ef4f-542c-4258-a379-d8e3841b152a,problog,6,4,7,1,1,1,6,9
462,ddcc92e4-8c14-4b4e-b893-fe10df97eb61,problog,6,4,5,3,1,0,6,9
463,1d8e0e49-fa79-4a8a-963b-3abc24d6a341,problog,6,5,11,0,3,2,4,9
464,757b092a-baf3-45ce-9cad-264bd276b4b8,problog,4,4,11,1,2,1,5,9
465,c52fecd2-b544-4dae-a8b2-e865623e5993,problog,11,4,6,0,6,4,6,17
466,fe8c4390-8ed3-4958-81ab-9daecaaf8533,problog,3,1,9,5,1,0,7,9
467,af6d521f-669e-46e8-aaa5-4bcb56777878,problog,6,4,6,3,1,1,6,9
468,e9abb7c8-2089-466f-90d3-c845e689e6b5,problog,8,7,4,2,3,4,5,13
469,f5ba6154-3b90-4dae-8a2f-e9c809461b1d,problog,9,1,9,1,4,0,4,9
470,b867040b-6880-4085-b7aa-3b26a46a1cee,problog,7,7,6,1,2,2,4,9
471,c83e5e40-2ff9-4474-bf18-f21b3037fd96,problog,9,5,6,1,3,2,4,9
472,fda8efac-e4f0-45ee-aa6c-40213974b34e,problog,6,5,7,2,2,0,5,9
473,e3abdddf-93fb-40be-9c4d-02752f723a78,problog,6,1,10,2,0,0,7,9
474,e1ac3091-38f3-4d98-8b8d-c7d764472465,problog,6,7,9,0,2,1,6,11
475,152a7e70-a2e3-4350-86e8-81baef63a284,problog,3,3,9,1,1,1,5,9
476,7a2491c3-7d32-4287-a7d8-345a8cf4083c,problog,7,3,9,1,2,1,4,9
477,69a86165-a1b5-46d8-99f6-303c13239aa4,problog,5,11,4,1,2,5,1,9
478,2f942c9e-0e7c-4841-91ed-c20b58ef72b9,problog,5,7,9,1,1,1,6,9
479,a3e16ccb-3d81-4aa6-9ce5-810d33a41392,problog,4,8,8,1,1,1,6,9
480,67dba73e-2444-42df-8acd-917233c83a42,problog,6,3,9,2,1,0,7,9
481,e59c4196-4ce9-43ad-8a23-c9c608086c63,problog,10,2,6,3,3,0,6,9
482,5580f3a4-4f69-4fa7-b3cd-3c467ccf79ac,problog,7,4,6,2,1,1,5,9
483,645dd571-087c-4c56-88a3-aba497b50c6d,problog,6,7,9,0,2,2,4,9
484,bd19b47a-02be-4145-8d22-0e60dd668e3f,problog,3,6,8,0,2,1,5,9
485,64ba2517-1dff-4720-b69c-8492fbd73f1c,problog,10,2,6,1,7,1,4,13
486,a18c251d-30f3-43c0-b17f-23195aa005fb,problog,4,8,9,1,1,3,4,9
487,0bb7cfd1-6d7b-4be0-b9cf-f440f2069c1d,problog,7,3,9,1,2,0,6,9
488,312473a9-3829-4cf5-bd42-d7abd4c11cdc,problog,4,5,7,2,0,0,7,9
489,8c464b21-c553-4edc-8380-1b377239b9d6,problog,6,6,7,1,4,0,5,9
490,a836acff-43de-4ccc-836a-2d83dd33d697,problog,5,2,10,2,1,1,7,11
491,dca90059-af2c-4384-992a-0758f16f286e,problog,8,3,6,2,2,0,5,9
492,7b31ad0a-f76a-4f92-b725-2b0379d9fab9,problog,7,5,7,1,4,0,4,9
493,9a44c422-ab40-41cd-a5c0-00e059a95c41,problog,7,5,6,1,3,0,6,9
494,72f7282b-cee7-453a-9a26-af66ba5d40de,problog,8,3,6,2,1,1,6,9
495,99f0eebc-283d-4e87-85f4-a9758d8c385b,problog,7,3,6,5,1,0,7,9
496,cf802e41-fabc-438d-8420-5929c7e4f0e1,problog,7,9,5,1,4,4,2,11
497,08a7b598-67aa-40a4-8158-c031227ac00f,problog,8,0,11,3,2,0,6,9
498,549b72ed-f8e3-4c1a-886a-2e1a07f8f69e,problog,8,4,7,3,2,1,5,9
